Day,Value
1,99.71665776252746
2,99.71668377876281
3,99.71028171539307
4,99.7125983428955
5,99.71120795249938
6,99.7097463130951
7,99.71126767158508
8,99.7107136440277
9,99.71048393249511
10,99.71082953453063
11,99.71063352584838
12,99.71066456794739
13,99.71064742088318
14,99.7106391429901
15,99.71064535140991
16,99.71064002990722
17,99.71064091682433
18,99.71064328193664
19,99.71064150810241
20,99.71064269065856
21,99.7106420993805
22,99.7106420993805
23,99.7106420993805
24,99.7106420993805
25,99.7106420993805
26,99.7106420993805
27,99.7106420993805
28,99.7106420993805
29,99.7106420993805
30,99.7106420993805
31,99.7106420993805
32,99.7106420993805
33,99.7106420993805
34,99.7106420993805
35,99.7106420993805
36,99.7106420993805
37,99.7106420993805
38,99.7106420993805
39,99.71064180374145
40,99.7106420993805
41,99.7106420993805
42,99.7106420993805
43,99.7106420993805
44,99.7106420993805
45,99.7106420993805
46,99.71064180374145
47,99.7106420993805
48,99.7106420993805
49,99.7106420993805
50,99.7106420993805
51,99.7106420993805
52,99.7106420993805
53,99.7106420993805
54,99.7106420993805
55,99.7106420993805
56,99.7106420993805
57,99.7106420993805
58,99.7106420993805
59,99.7106420993805
60,99.7106420993805
61,99.7106420993805
62,99.7106420993805
63,99.7106420993805
64,99.7106420993805
65,99.7106420993805
66,99.7106420993805
67,99.7106420993805
68,99.7106420993805
69,99.7106420993805
70,99.7106420993805
71,99.7106420993805
72,99.7106420993805
73,99.7106420993805
74,99.7106420993805
75,99.7106420993805
76,99.7106420993805
77,99.7106420993805
78,99.7106420993805
79,99.7106420993805
80,99.7106420993805
81,99.7106420993805
82,99.7106420993805
83,99.7106420993805
84,99.7106420993805
85,99.7106420993805
86,99.7106420993805
87,99.7106420993805
88,99.7106420993805
89,99.7106420993805
90,99.7106420993805
91,99.7106420993805
92,99.7106420993805
93,99.7106420993805
94,99.7106420993805
95,99.7106420993805
96,99.7106420993805
97,99.7106420993805
98,99.7106420993805
99,99.7106420993805
100,99.7106420993805
101,99.7106420993805
102,99.7106420993805
103,99.7106420993805
104,99.7106420993805
105,99.7106420993805
106,99.7106420993805
107,99.7106420993805
108,99.7106420993805
109,99.7106420993805
110,99.7106420993805
111,99.7106420993805
112,99.7106420993805
113,99.7106420993805
114,99.7106420993805
115,99.7106420993805
116,99.7106420993805
117,99.7106420993805
118,99.7106420993805
119,99.7106420993805
120,99.7106420993805
121,99.7106420993805
122,99.7106420993805
123,99.7106420993805
124,99.7106420993805
125,99.7106420993805
126,99.7106420993805
127,99.7106420993805
128,99.7106420993805
129,99.7106420993805
130,99.7106420993805
131,99.7106420993805
132,99.7106420993805
133,99.7106420993805
134,99.7106420993805
135,99.7106420993805
136,99.7106420993805
137,99.7106420993805
138,99.7106420993805
139,99.7106420993805
140,99.7106420993805
141,99.7106420993805
142,99.7106420993805
143,99.7106420993805
144,99.7106420993805
145,99.7106420993805
146,99.7106420993805
147,99.7106420993805
148,99.7106420993805
149,99.7106420993805
150,99.7106420993805
151,99.7106420993805
152,99.7106420993805
153,99.7106420993805
154,99.7106420993805
155,99.7106420993805
156,99.7106420993805
157,99.7106420993805
158,99.7106420993805
159,99.7106420993805
160,99.7106420993805
161,99.7106420993805
162,99.7106420993805
163,99.7106420993805
164,99.7106420993805
165,99.7106420993805
166,99.7106420993805
167,99.7106420993805
168,99.7106420993805
169,99.7106420993805
170,99.7106420993805
171,99.7106420993805
172,99.7106420993805
173,99.7106420993805
174,99.7106420993805
175,99.7106420993805
176,99.7106420993805
177,99.7106420993805
178,99.7106420993805
179,99.7106420993805
