Day,Type,Value
1,CPU,50.65197058320045
2,CPU,50.70417371988297
3,CPU,52.20578649640083
4,CPU,52.473030591011046
5,CPU,52.940619927644725
6,CPU,52.943370908498764
7,CPU,52.53376653194427
8,CPU,52.418838649988174
9,CPU,52.41580185294151
10,CPU,52.47385826706886
11,CPU,52.514807391166684
12,CPU,52.513193720579146
13,CPU,52.503374743461606
14,CPU,52.492489910125734
15,CPU,52.4905606508255
16,CPU,52.49213859438896
17,CPU,52.49430603384972
18,CPU,52.49515157341957
19,CPU,52.49493125677109
20,CPU,52.49453230500221
21,CPU,52.49431794285774
22,CPU,52.4943000793457
23,CPU,52.49437748789787
24,CPU,52.49442512392998
25,CPU,52.49443107843399
26,CPU,52.49442512392998
27,CPU,52.49440726041794
28,CPU,52.49440726041794
29,CPU,52.49440726041794
30,CPU,52.49441321492195
31,CPU,52.49441321492195
32,CPU,52.49440726041794
33,CPU,52.49440726041794
34,CPU,52.49441321492195
35,CPU,52.49440726041794
36,CPU,52.49441321492195
37,CPU,52.49441321492195
38,CPU,52.49440726041794
39,CPU,52.49440726041794
40,CPU,52.49441321492195
41,CPU,52.49441321492195
42,CPU,52.49441321492195
43,CPU,52.49440726041794
44,CPU,52.49440726041794
45,CPU,52.49440726041794
46,CPU,52.49441321492195
47,CPU,52.49440726041794
48,CPU,52.49441321492195
49,CPU,52.49441321492195
50,CPU,52.49441321492195
51,CPU,52.49440726041794
52,CPU,52.49441321492195
53,CPU,52.49441321492195
54,CPU,52.49441321492195
55,CPU,52.49440726041794
56,CPU,52.49440726041794
57,CPU,52.49440726041794
58,CPU,52.49440726041794
59,CPU,52.49441321492195
60,CPU,52.49441321492195
61,CPU,52.49440726041794
62,CPU,52.49441321492195
63,CPU,52.49440726041794
64,CPU,52.49440726041794
65,CPU,52.49440726041794
66,CPU,52.49441321492195
67,CPU,52.49440726041794
68,CPU,52.49441321492195
69,CPU,52.49440726041794
70,CPU,52.49441321492195
71,CPU,52.49440726041794
72,CPU,52.49441321492195
73,CPU,52.49440726041794
74,CPU,52.49441321492195
75,CPU,52.49440726041794
76,CPU,52.49440726041794
77,CPU,52.49440726041794
78,CPU,52.49440726041794
79,CPU,52.49441321492195
80,CPU,52.49441321492195
81,CPU,52.49441321492195
82,CPU,52.49441321492195
83,CPU,52.49440726041794
84,CPU,52.49441321492195
85,CPU,52.49440726041794
86,CPU,52.49440726041794
87,CPU,52.49441321492195
88,CPU,52.49441321492195
89,CPU,52.49441321492195
90,CPU,52.49441321492195
91,CPU,52.49441321492195
92,CPU,52.49440726041794
93,CPU,52.49440726041794
94,CPU,52.49440726041794
95,CPU,52.49440726041794
96,CPU,52.49441321492195
97,CPU,52.49440726041794
98,CPU,52.49441321492195
99,CPU,52.49440726041794
100,CPU,52.49440726041794
101,CPU,52.49441321492195
102,CPU,52.49441321492195
103,CPU,52.49440726041794
104,CPU,52.49441321492195
105,CPU,52.49441321492195
106,CPU,52.49440726041794
107,CPU,52.49441321492195
108,CPU,52.49441321492195
109,CPU,52.49440726041794
110,CPU,52.49440726041794
111,CPU,52.49441321492195
112,CPU,52.49441321492195
113,CPU,52.49440726041794
114,CPU,52.49441321492195
115,CPU,52.49440726041794
116,CPU,52.49440726041794
117,CPU,52.49440726041794
118,CPU,52.49440726041794
119,CPU,52.49440726041794
120,CPU,52.49441321492195
121,CPU,52.49441321492195
122,CPU,52.49440726041794
123,CPU,52.49440726041794
124,CPU,52.49441321492195
125,CPU,52.49441321492195
126,CPU,52.49440726041794
127,CPU,52.49440726041794
128,CPU,52.49441321492195
129,CPU,52.49441321492195
130,CPU,52.49441321492195
131,CPU,52.49441321492195
132,CPU,52.49440726041794
133,CPU,52.49440726041794
134,CPU,52.49440726041794
135,CPU,52.49440726041794
136,CPU,52.49441321492195
137,CPU,52.49440726041794
138,CPU,52.49440726041794
139,CPU,52.49441321492195
140,CPU,52.49440726041794
141,CPU,52.49440726041794
142,CPU,52.49441321492195
143,CPU,52.49441321492195
144,CPU,52.49441321492195
145,CPU,52.49441321492195
146,CPU,52.49441321492195
147,CPU,52.49440726041794
148,CPU,52.49440726041794
149,CPU,52.49440726041794
150,CPU,52.49441321492195
151,CPU,52.49441321492195
152,CPU,52.49441321492195
153,CPU,52.49440726041794
154,CPU,52.49441321492195
155,CPU,52.49441321492195
156,CPU,52.49440726041794
157,CPU,52.49440726041794
158,CPU,52.49441321492195
159,CPU,52.49441321492195
160,CPU,52.49441321492195
161,CPU,52.49440726041794
162,CPU,52.49441321492195
163,CPU,52.49441321492195
164,CPU,52.49440726041794
165,CPU,52.49440726041794
166,CPU,52.49441321492195
167,CPU,52.49440726041794
168,CPU,52.49440726041794
169,CPU,52.49440726041794
170,CPU,52.49440726041794
171,CPU,52.49440726041794
172,CPU,52.49440726041794
173,CPU,52.49441321492195
174,CPU,52.49440726041794
175,CPU,52.49441321492195
176,CPU,52.49441321492195
177,CPU,52.49441321492195
178,CPU,52.49441321492195
179,CPU,52.49441321492195
1,Disk,49.66281354427338
2,Disk,48.94265592098236
3,Disk,48.63023668527603
4,Disk,49.22413468360901
5,Disk,49.20992851257324
6,Disk,49.29562658071518
7,Disk,49.381537437438965
8,Disk,49.38015431165695
9,Disk,49.409544467926025
10,Disk,49.40672755241394
11,Disk,49.39028710126877
12,Disk,49.38523590564728
13,Disk,49.38484072685242
14,Disk,49.38351333141327
15,Disk,49.38294589519501
16,Disk,49.38322961330414
17,Disk,49.38355892896652
18,Disk,49.38375145196915
19,Disk,49.38381224870682
20,Disk,49.38387304544449
21,Disk,49.3838831782341
22,Disk,49.383878111839294
23,Disk,49.38386797904968
24,Disk,49.38386797904968
25,Disk,49.38385784626007
26,Disk,49.38385784626007
27,Disk,49.38385784626007
28,Disk,49.38385784626007
29,Disk,49.38385784626007
30,Disk,49.38385784626007
31,Disk,49.38385784626007
32,Disk,49.38385784626007
33,Disk,49.38385784626007
34,Disk,49.38385784626007
35,Disk,49.38385784626007
36,Disk,49.38385784626007
37,Disk,49.38385784626007
38,Disk,49.38385784626007
39,Disk,49.38386291265488
40,Disk,49.38385784626007
41,Disk,49.38385784626007
42,Disk,49.38385784626007
43,Disk,49.38385784626007
44,Disk,49.38385784626007
45,Disk,49.38385784626007
46,Disk,49.38385784626007
47,Disk,49.38386291265488
48,Disk,49.38385784626007
49,Disk,49.38385784626007
50,Disk,49.38386291265488
51,Disk,49.38385784626007
52,Disk,49.38385784626007
53,Disk,49.38385784626007
54,Disk,49.38385784626007
55,Disk,49.38385784626007
56,Disk,49.38385784626007
57,Disk,49.38385784626007
58,Disk,49.38385784626007
59,Disk,49.38385784626007
60,Disk,49.38385784626007
61,Disk,49.38385784626007
62,Disk,49.38385784626007
63,Disk,49.38385784626007
64,Disk,49.38385784626007
65,Disk,49.38385784626007
66,Disk,49.38385784626007
67,Disk,49.38386291265488
68,Disk,49.38385784626007
69,Disk,49.38386291265488
70,Disk,49.38385784626007
71,Disk,49.38385784626007
72,Disk,49.38385784626007
73,Disk,49.38385784626007
74,Disk,49.38385784626007
75,Disk,49.38385784626007
76,Disk,49.38385784626007
77,Disk,49.38385784626007
78,Disk,49.38385784626007
79,Disk,49.38385784626007
80,Disk,49.38385784626007
81,Disk,49.38385784626007
82,Disk,49.38386291265488
83,Disk,49.38385784626007
84,Disk,49.38385784626007
85,Disk,49.38385784626007
86,Disk,49.38385784626007
87,Disk,49.38385784626007
88,Disk,49.38385784626007
89,Disk,49.38385784626007
90,Disk,49.38385784626007
91,Disk,49.38385784626007
92,Disk,49.38385784626007
93,Disk,49.38385784626007
94,Disk,49.38386291265488
95,Disk,49.38386291265488
96,Disk,49.38385784626007
97,Disk,49.38386291265488
98,Disk,49.38385784626007
99,Disk,49.38385784626007
100,Disk,49.38385784626007
101,Disk,49.38385784626007
102,Disk,49.38385784626007
103,Disk,49.38385784626007
104,Disk,49.38386291265488
105,Disk,49.38386291265488
106,Disk,49.38385784626007
107,Disk,49.38385784626007
108,Disk,49.38385784626007
109,Disk,49.38385784626007
110,Disk,49.38385784626007
111,Disk,49.38385784626007
112,Disk,49.38385784626007
113,Disk,49.38385784626007
114,Disk,49.38385784626007
115,Disk,49.38385784626007
116,Disk,49.38385784626007
117,Disk,49.38385784626007
118,Disk,49.38385784626007
119,Disk,49.38385784626007
120,Disk,49.38385784626007
121,Disk,49.38386291265488
122,Disk,49.38385784626007
123,Disk,49.38385784626007
124,Disk,49.38385784626007
125,Disk,49.38385784626007
126,Disk,49.38385784626007
127,Disk,49.38386291265488
128,Disk,49.38385784626007
129,Disk,49.38386291265488
130,Disk,49.38385784626007
131,Disk,49.38385784626007
132,Disk,49.38385784626007
133,Disk,49.38385784626007
134,Disk,49.38385784626007
135,Disk,49.38385784626007
136,Disk,49.38385784626007
137,Disk,49.38385784626007
138,Disk,49.38385784626007
139,Disk,49.38385784626007
140,Disk,49.38385784626007
141,Disk,49.38385784626007
142,Disk,49.38385784626007
143,Disk,49.38386291265488
144,Disk,49.38386291265488
145,Disk,49.38385784626007
146,Disk,49.38385784626007
147,Disk,49.38385784626007
148,Disk,49.38385784626007
149,Disk,49.38385784626007
150,Disk,49.38385784626007
151,Disk,49.38385784626007
152,Disk,49.38385784626007
153,Disk,49.38385784626007
154,Disk,49.38386291265488
155,Disk,49.38385784626007
156,Disk,49.38386291265488
157,Disk,49.38385784626007
158,Disk,49.38385784626007
159,Disk,49.38385784626007
160,Disk,49.38385784626007
161,Disk,49.38385784626007
162,Disk,49.38385784626007
163,Disk,49.38385784626007
164,Disk,49.38385784626007
165,Disk,49.38385784626007
166,Disk,49.38385784626007
167,Disk,49.38385784626007
168,Disk,49.38385784626007
169,Disk,49.38385784626007
170,Disk,49.38385784626007
171,Disk,49.38385784626007
172,Disk,49.38385784626007
173,Disk,49.38385784626007
174,Disk,49.38385784626007
175,Disk,49.38386291265488
176,Disk,49.38386291265488
177,Disk,49.38385784626007
178,Disk,49.38385784626007
179,Disk,49.38385784626007
1,Memory,54.14356887340546
2,Memory,52.48463109135628
3,Memory,54.23196732997894
4,Memory,54.00954246520996
5,Memory,53.60235631465912
6,Memory,54.17267024517059
7,Memory,53.41083139181137
8,Memory,53.726229667663574
9,Memory,53.724162578582764
10,Memory,53.61373543739319
11,Memory,53.778443932533264
12,Memory,53.67685765028
13,Memory,53.720879554748535
14,Memory,53.71138006448746
15,Memory,53.69761973619461
16,Memory,53.71391832828522
17,Memory,53.7006139755249
18,Memory,53.70914578437805
19,Memory,53.706014752388
20,Memory,53.705948889255524
21,Memory,53.707595467567444
22,Memory,53.70574116706848
23,Memory,53.707038164138794
24,Memory,53.706369400024414
25,Memory,53.70652139186859
26,Memory,53.706627786159515
27,Memory,53.70647072792053
28,Memory,53.70658218860626
29,Memory,53.70655179023743
30,Memory,53.706516325473785
31,Memory,53.70657205581665
32,Memory,53.7065315246582
33,Memory,53.70655685663223
34,Memory,53.70655179023743
35,Memory,53.70654672384262
36,Memory,53.70655179023743
37,Memory,53.70654672384262
38,Memory,53.70655179023743
39,Memory,53.70655179023743
40,Memory,53.70655179023743
41,Memory,53.70655179023743
42,Memory,53.70655179023743
43,Memory,53.70655179023743
44,Memory,53.70655179023743
45,Memory,53.70655179023743
