Day,Value
1,99.79991444587706
2,99.8033814048767
3,99.80272892951965
4,99.80222309112548
5,99.80336218833924
6,99.80267689704894
7,99.80321082115172
8,99.80286196708678
9,99.8030056476593
10,99.8029497718811
11,99.80299441337586
12,99.80296662330628
13,99.80298317909241
14,99.80297253608703
15,99.80297844886779
16,99.80297578811646
17,99.8029769706726
18,99.80297637939452
19,99.80297667503356
20,99.80297637939452
21,99.80297667503356
22,99.80297637939452
23,99.80297637939452
24,99.80297667503356
25,99.80297667503356
26,99.80297667503356
27,99.80297667503356
28,99.80297667503356
29,99.80297667503356
30,99.80297637939452
31,99.80297667503356
32,99.80297667503356
33,99.80297667503356
34,99.80297667503356
35,99.80297637939452
36,99.80297667503356
37,99.80297667503356
38,99.80297667503356
39,99.80297667503356
40,99.8029760837555
41,99.80297667503356
42,99.80297667503356
43,99.80297667503356
44,99.80297667503356
45,99.80297667503356
46,99.80297667503356
47,99.80297667503356
48,99.80297667503356
49,99.80297667503356
50,99.80297667503356
51,99.80297667503356
52,99.80297667503356
53,99.80297637939452
54,99.80297667503356
55,99.80297667503356
56,99.80297667503356
57,99.80297667503356
58,99.80297667503356
59,99.80297667503356
60,99.80297637939452
61,99.80297667503356
62,99.80297667503356
63,99.80297667503356
64,99.80297667503356
65,99.80297637939452
66,99.80297667503356
67,99.80297667503356
68,99.80297667503356
69,99.80297667503356
70,99.80297637939452
71,99.80297637939452
72,99.80297637939452
73,99.80297667503356
74,99.80297667503356
75,99.80297667503356
76,99.80297637939452
77,99.80297667503356
78,99.80297637939452
79,99.80297667503356
80,99.80297667503356
81,99.8029760837555
82,99.80297667503356
83,99.80297667503356
84,99.80297637939452
85,99.80297667503356
86,99.80297667503356
87,99.80297637939452
88,99.80297637939452
89,99.80297667503356
90,99.80297667503356
91,99.80297667503356
92,99.80297667503356
93,99.80297667503356
94,99.80297667503356
95,99.80297667503356
96,99.80297667503356
97,99.80297667503356
98,99.80297667503356
99,99.80297637939452
100,99.80297667503356
101,99.80297637939452
102,99.80297667503356
103,99.80297667503356
104,99.80297637939452
105,99.80297637939452
106,99.80297667503356
107,99.80297667503356
108,99.80297637939452
109,99.80297667503356
110,99.8029760837555
111,99.80297667503356
112,99.80297667503356
113,99.80297667503356
114,99.80297667503356
115,99.80297637939452
116,99.80297637939452
117,99.80297667503356
118,99.80297667503356
119,99.80297637939452
120,99.80297667503356
121,99.80297667503356
122,99.80297637939452
123,99.8029760837555
124,99.80297667503356
125,99.80297667503356
126,99.80297667503356
127,99.80297667503356
128,99.80297667503356
129,99.80297637939452
130,99.80297667503356
131,99.80297637939452
132,99.80297637939452
133,99.80297667503356
134,99.80297667503356
135,99.80297667503356
136,99.80297667503356
137,99.8029760837555
138,99.80297667503356
139,99.80297667503356
140,99.80297667503356
141,99.80297667503356
142,99.80297667503356
143,99.80297667503356
144,99.80297667503356
145,99.80297667503356
146,99.80297637939452
147,99.80297667503356
148,99.80297667503356
149,99.80297667503356
150,99.80297667503356
151,99.80297667503356
152,99.80297667503356
153,99.80297667503356
154,99.80297667503356
155,99.80297667503356
156,99.80297667503356
157,99.80297637939452
158,99.80297667503356
159,99.80297637939452
160,99.80297667503356
161,99.80297667503356
162,99.80297637939452
163,99.80297637939452
164,99.80297667503356
165,99.80297637939452
166,99.80297667503356
167,99.80297667503356
168,99.80297637939452
169,99.80297637939452
170,99.80297667503356
171,99.80297667503356
172,99.80297637939452
173,99.80297637939452
174,99.80297667503356
175,99.80297637939452
176,99.80297667503356
177,99.80297667503356
178,99.80297667503356
179,99.80297667503356
